ID,Yas,Cinsiyet,Egitim,Medeni_Durum,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8
621,44.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0
622,26.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0
623,41.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0
624,33.0,1.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
625,24.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0
626,32.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
627,25.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,
628,25.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0
629,33.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0
630,18.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0
631,20.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
632,35.0,2.0,3.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,2.0,
633,24.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
634,46.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0
635,18.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
636,26.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
637,18.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0
638,18.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0
639,42.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,,3.0,3.0,3.0,3.0
640,32.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
641,29.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,4.0,3.0,2.0,3.0,3.0,3.0
642,29.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,,2.0,3.0,,2.0,2.0,3.0,4.0
643,21.0,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
644,27.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
645,32.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
646,18.0,1.0,4.0,,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0
647,26.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0
648,,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,,2.0,3.0
649,18.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0
650,23.0,2.0,5.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
651,18.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
652,18.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0
653,27.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
654,29.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0
655,33.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0
656,41.0,1.0,2.0,2.0,3.0,3.0,4.0,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0
657,18.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,,3.0
658,37.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,,3.0,3.0,3.0,2.0,,3.0,3.0,5.0
659,30.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,,3.0,3.0,2.0,3.0,,3.0,,4.0,2.0,4.0,3.0,2.0,3.0,3.0
660,29.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0
661,36.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,,3.0,3.0,4.0,3.0,3.0
662,36.0,1.0,,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
663,42.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,,5.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0
664,18.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0
665,24.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0
666,34.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
667,28.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0
668,23.0,1.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0
669,31.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
670,40.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,2.0
671,35.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
672,199.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
673,,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,,4.0,2.0,2.0
674,33.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,1.0,3.0,4.0,3.0,3.0,3.0
675,36.0,1.0,5.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,
676,32.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
677,25.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,2.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,
678,19.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,,2.0
679,33.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0
680,20.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
681,18.0,1.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
682,27.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0
683,19.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0
684,23.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0
685,36.0,1.0,5.0,,3.0,3.0,4.0,3.0,,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0
686,26.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0
687,26.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0
688,18.0,2.0,3.0,2.0,4.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,,3.0
689,37.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0
690,18.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,,4.0,1.0
691,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0
692,37.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0
693,35.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0
694,32.0,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
695,34.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
696,30.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,,2.0
697,21.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
698,28.0,1.0,3.0,,3.0,3.0,,3.0,,2.0,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0
699,18.0,,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,2.0,2.0,,3.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
700,43.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,,3.0,3.0,3.0,,3.0,3.0
701,36.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
702,22.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
703,40.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0
704,36.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0
705,29.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0
706,41.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0
707,30.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,,,4.0
708,37.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
709,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0
710,22.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0
711,18.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0
712,34.0,2.0,3.0,3.0,,2.0,3.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0
713,27.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0
714,30.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
715,29.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0
716,37.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
717,30.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
718,25.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0
719,30.0,2.0,2.0,1.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
720,28.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0
721,25.0,,3.0,,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,,3.0,3.0,3.0,3.0,4.0,2.0,3.0
722,25.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,2.0,4.0,4.0,3.0,,4.0,3.0,1.0,2.0,4.0,3.0,3.0
723,31.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0
724,37.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,
725,35.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0
726,23.0,1.0,2.0,,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0
727,25.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
728,19.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,4.0
729,36.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0
730,28.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,2.0,2.0,,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0
731,36.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,,3.0,3.0,3.0
732,26.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,3.0,2.0,3.0,2.0,3.0
733,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
734,30.0,1.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,,2.0,2.0,,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
735,21.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
736,23.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,,2.0,3.0,3.0,2.0
737,28.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
738,29.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
739,30.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0
740,20.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0
741,19.0,,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0
742,34.0,1.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
743,21.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
744,29.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0
